pdbid,-logKd/Ki,SMILES
5knu,5.55,OP(CCCN(Cc1c[nH]c2c1nc[nH]c2=O)CCCP(O)(O)O)(O)O
5knv,4.87,O=c1[nH]cnc2c1ncn2CCN(CCP(O)(O)O)CCCCP(O)(O)O
5knx,6.1,O=c1[nH]cnc2c1ncn2CC(COCP(O)(O)O)COCP(O)(O)O
5ko1,6.64,O=C([C@@H](c1ccccc1)OC(=O)c1nccnc1N)Nc1ccc(cc1)F
5ko5,4.57,NC1=[NH+]C(=O)N=CC1
5koq,9.24,CC(CN(C(=O)c1cnc(nc1NCc1ccco1)C(C)(C)C)[C@H]1CCC[NH2+]C1)C
5kos,8.82,COCCCNc1nc(ncc1C(=O)N([C@@H]1C[NH2+]C[C@@H](C1)C(=O)N1CCOCC1)CC(C)C)C(C)(C)C
5kpk,8.3,O=C1CC(C)(C)CC2=C1[C@@](C)(c1ccccc1)c1c(N2)[nH]nc1C1CC1
5kpl,6.29,CC[C@@]1(c2ccccc2)[C@@H]2C(=O)CC(C[C@H]2Nc2c1cn[nH]2)(C)C
5kpm,7.82,O=C1CC(C)(C)C[C@@H]2[C@@H]1[C@@](C)(c1ccccc1)c1c(N2)[nH]nc1CC(C)(C)C
5kq5,8.05,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
5kqd,6.3,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(C)C)O
5kqf,6.51,Fc1ccc(c(c1)F)[C@]1(C)C[C@H](SC(=[NH+]1)N)c1cncnc1
5kqg,5.15,O=C([C@@H](S(O)(O)O)c1ccccc1)Nc1nc2c(s1)cccc2
5kql,4,O=C([C@@H](S(O)(O)O)c1ccccc1)Nc1ccccc1
5kqx,8.44,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2
5kqy,9.29,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1C=CO2)O)C
5kr0,9.15,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)O)C
5kr1,9.49,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1C=CO2)O)C
5kr2,8.48,NC(=O)C[C@@H](C(=O)N[C@H]([C@@H](C[N@@H+]1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2
5kr8,6.82,[NH2+]=C1S[C@@H](C[C@@](N1)(C)c1ccc(cc1F)F)c1c(C)noc1C
5kre,7.23,O=CN1CCCC[C@@H]1c1ccccc1
5ks7,5.32,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]3O[C@H]([C@@H]([C@@H]3OP(OC[C@H]2O[C@H]1n1cnc2c1ncnc2N)(O)O)O)n1cnc2c1ncnc2N
5ksu,4.08,[NH3+]CCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCC(=O)N)CCSC)CC(C)C)CC(C)C)[C@H](O)C)C)CCSC)CCC[NH+]=C(N)N)CCSC)NC(=O)[C@@H](NC(=O)[C@H](C(C)C)NC(=O)[C@H]1[NH2+]CCC1)CO
5ksv,5.22,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CCSC)CC(C)C)C)CCC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)[C@H](CCSC)[NH3+])C)CC(C)C)CC(C)C
5ksx,5.43,O=C([C@@H](Nc1ncnc2c1cc(s2)c1ccc(cc1)C)Cc1ccccc1)NP(O)(O)O
5ktu,6.21,CC(=O)N1CCc2c(C1)c(n[nH]2)Nc1ccccc1
5ktw,7.52,CC(NC(=O)c1cccc(c1)Nc1nn(c2c1CN(CC2)C(=O)C)CC1CC1)C
5ktx,7.7,CC(=O)N1CCc2c(C1)c(Nc1ccc(cc1F)c1cnn(c1)C)nn2[C@@H]1COCC1
5ku3,4.89,CC(=O)N1CCc2c(C1)c(Nc1ccc(cc1F)c1cnn(c1)C)nn2[C@@H]1COCC1
5ku6,6.84,CC(=O)Nc1sc(nn1C)S(=O)(=O)N
5ku9,5.83,CNC(=O)C[C@@H](Cc1ccc(c(c1)Cl)Cl)NC(=O)CN1C(=O)[C@H](CCc2c1cccc2)NC(=O)C[C@H](Cc1ccc(cc1)Br)[NH3+]
5kup,8.14,OCc1c(ccnc1n1ncc2c(c1=O)c(F)cc(c2)C(C)(C)C)C1=C[C@@H](C(=O)N(C1)C)Nc1ccncn1
5kv8,4.84,COCc1nnn(c1)[C@H]1C=C(O[C@H]([C@@H]1NC(=O)C(C)C)[C@@H]([C@@H](CO)O)O)C(=O)O
5kv9,5.85,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C(C)C)n1nnc(c1)c1ccccc1)C(=O)O)O)O
5kva,5.14,C[S@](C[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)CC[C@@H](C(=O)O)[NH3+]
5kw2,9.09,COc1ccc(c(c1)N1CCC(CC1)c1cc2c(o1)cc(cc2)[C@H](C1CC1)CC(=O)O)C(=O)N(c1cccc(n1)C)CC(C)(C)C
5kww,8.13,Clc1ccc2c(c1)cc(n2CCCS(=O)(=O)C)Cn1c(=O)n(c2c1cncc2)CC(F)(F)F
5kx7,7.44,Cn1ncc(c1)c1cccc(n1)C(=O)Nc1cn(nc1C(=O)N)C
5kx8,7.42,Cn1nc(c(c1)NC(=O)c1cnn2c1nc(cc2)N1CC[NH2+]CC1)C(=O)N
5kxc,5.26,OC[C@H]1O[C@@H](Oc2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1NC(=O)C)O)O)O)NC(=O)C
5kxi,7.74,C[N@@H+]1CCC[C@H]1c1cccnc1
5kya,8.22,OCc1cnc(nc1C(F)(F)F)N1Cc2c([C@H]1C(C)C)nn(c2)c1cccc(c1)S(=O)(=O)C
5kyj,7.89,COc1ncc(c(n1)N1Cc2c([C@H]1C(C)C)nn(c2)c1cccc(c1)S(=O)(=O)C)F
5kyk,5.8,CC(=O)NCCNS(=O)(=O)CP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH]c(N)[nH+]c2=O)(O)O
5kz0,7.66,Fc1ccc(c(c1)[C@H](Oc1cc(cnc1N)c1cn(nc1C)C)C)C(=O)N(C)C
5kzi,10,Fc1cccc(c1c1ccc2n(n1)c(nc2)Nc1cnccc1N1CCC[C@@H](C1)[NH3+])F
5kzp,7.15,[NH3+]CCCC[C@@H](C(=O)O)NC(=O)[C@@H]1CSSC[C@H]([NH3+])C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)[C@H](CC)C)Cc1c[nH]cn1)Cc1c[nH]c2c1cccc2)CO)CC(=O)N
5kzq,8.28,O[C@H]1[C@H]2[C@@H]([C@H]2[C@]([C@@H]1CSc1ccc(c(c1)F)F)([NH3+])C(=O)O)C(=O)O
5l01,7.48,Nc1nc(cc(n1)N1CC[C@]2(CC1)C[NH2+][C@@H](C2)C(=O)O)O[C@@H](C(F)(F)F)c1ccc(cc1c1ccccc1)Cl
5l0c,6.15,OC[C@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)OP(O)(O)O)OP(O)(O)O)(O)O)O
5l0h,5.64,CC(=O)O[C@@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@H]([C@@H]([C@H]1O)OP(O)(O)O)OP(O)(O)O)(O)O)COC(=O)C
5l13,6.96,CCCc1c(=O)oc2c(c1C)cc1c(c2)oc(c1C)C
5l15,9.57,CCC(O[C@@H]1C[C@H](C[C@@H]([C@H]1NC(=O)C)[NH3+])C(=O)O)CC
5l17,9.3,OC[C@H]([C@H]([C@@H]1O[C@H](C[C@@H]([C@H]1NC(=O)C)[NH+]=C(N)N)C(=O)O)O)O
5l26,5.35,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O
5l2i,7.4,CC(=O)c1c(C)c2cnc(nc2n(c1=O)C1CCCC1)Nc1ccc(cn1)N1CC[NH2+]CC1
5l2m,6.89,O=C(N1CCCCC1)CCc1c(=O)oc2c(c1C)cc1c(c2)oc(c1C)C
5l2n,5.55,O=c1oc2cc(ccc2c(c1Cc1ccccc1)C)OS(=O)(=O)C
5l2o,6.12,CCN(c1ccc2c(c1)oc(=O)cc2C)CC
5l2s,7.08,CC[N@@H+]1CC[N@@H+](CC1)Cc1ccc(nc1)Nc1ncc(c(n1)c1cc(F)c2c(c1)n(C(C)C)c(n2)C)F
5l2t,6.19,CN(C(=O)c1cc2c(n1C1CCCC1)nc(nc2)Nc1ccc(cn1)N1CC[NH2+]CC1)C
5l2w,6.68,OCC[C@@H]1CCCCN1c1cc(NCC2=CC=CN(C2)O)n2c(n1)c(CC)cn2
5l2y,9.85,O=C1OC[C@H](C)c2ccc(cc2C)[C@H](C(=O)N(Cc2cc(N1)ccc2C1(CCC1)C(=O)O)C)Nc1ccc2c(c1)c(F)cnc2N
5l2z,10.22,O=C1OC[C@H](C)c2ccc(cc2C)[C@H](C(=O)N(Cc2cc(N1)ccc2C1(CCCCC1)C(=O)O)C)Nc1ccc2c(c1)c(F)cnc2N
5l30,9.14,O=C1OC[C@H](C)c2ccc(cc2C)[C@H](C(=O)N(Cc2cc(N1)ccc2C1(CC1)c1nnn[nH]1)C)Nc1ccc2c(c1)ccnc2N
5l3a,4.89,CS(=O)(=O)Nc1cccc2c1cn[nH]2
5l3e,6.18,COc1cc2c(N[C@@H]3CC[N@@H+](CC3)Cc3ccccc3)nc(nc2cc1OC)NCCC[NH+](C)C
5l3f,6.33,[NH3+]CC[C@H](C(=O)N[C@@H]1CCNC(=O)[C@H](NC(=O)[C@H](CC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC[NH3+])Cc1ccccc1)CC(C)C)CC[NH3+])[C@@H](O)C)NC(=O)[C@@H]([C@@H](O)C)NC(=O)[C@H](NC(=O)CCCC[C@H](CC)C)CC[NH3+]
5l3g,6.23,[NH3+]CC[C@H](C(=O)N[C@@H]1CCNC(=O)[C@H](NC(=O)[C@H](CC[NH3+])NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CC[NH3+])CC(C)C)CC(C)C)CC[NH3+])[C@@H](O)C)NC(=O)[C@@H]([C@@H](O)C)NC(=O)[C@H](NC(=O)CCCCC(C)C)CC[NH3+]
5l3j,6.64,O=C(C(=O)O)Nc1ccc2c(c1)sc(n2)NC(=O)c1[nH]c(c(c1)Br)Br
5l44,4.4,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](P(O)(O)O)Cc1ccc(cc1)O)Cc1ccc(cc1)O)NC(=O)C)C
5l4e,4.61,CCC[C@H](C1(CC)C(=O)NC(=S)NC1=O)C
5l4f,5.89,Cc1cc(N(=O)=O)c(c(c1)N(=O)=O)O
5l4h,3.75,BrCCC1(CC)C(=O)NC(=O)NC1=O
5l4i,6.59,OC(=O)c1cccnc1Nc1cccc(c1C)Cl
5l4j,4.28,Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O
5l4m,5.34,OC(=O)COc1nc(Cl)c(cc1Cl)Cl
5l6h,6.62,C#Cc1cccc(c1)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COS(=O)(=O)N
5l6i,4.35,O[C@H]1C[C@@H](C[C@H]1COS(=O)(=O)N)n1ccc2c1ncnc2N[C@H]1CCc2c1cccc2
5l6j,6.7,O[C@H]1[C@@H](C[C@@H]([C@H]1O)COS(=O)(=O)N)Nc1ccnc2n1nc(c2)c1cccc(c1)SC(F)(F)F
5l6o,8.22,CC(=O)c1ccc2c(c1)ncnc2Nc1ccccc1
5l6p,7.26,CC(=O)Nc1ccc2c(c1)ncnc2Nc1ccccc1
5l72,6.8,COc1ncc(cc1NS(=O)(=O)C)c1cc(NC(=O)C[NH+]2CCOCC2)c2c(c1)coc2
5l7e,6.6,Cc1onc(c1c1ccc(cc1)CNS(=O)(=O)c1ccccc1)C
5l7f,9.05,CC[N]1=C(/C=C/C=C/CC2=[N](CCCCC(=O)NCCCOCCOCCOCCCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CP(c3ccc(cc3)Br)(O)O)Cc3onc(c3)c3ccc(cc3)c3cccc(c3)Cl)CCC(=O)O)CCC(=O)O)c3c(C2(C)C)c2cc(cc(c2cc3)S(O)(O)O)S(O)(O)O)C(c2c1ccc1c2cc(cc1S(O)(O)O)S(O)(O)O)(C)C
5l7g,7.8,Cc1noc(c1c1ccc(cc1)CNS(=O)(=O)C1(C)CC1)COc1cccc(c1F)F
5l7h,7.3,Cc1noc2c1c1ccc(cc1)CNS(=O)(=O)CCCc1cc(OC2)ccc1
5l7k,10.37,CCCCCCCCCCCCC[C@@H]([NH2+]CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CO)CO)C)[C@H](O)C)O
5l87,5.07,O=C(c1nn(c2c1C[N@H+](CC2)Cc1c[nH]c2c1cccc2)C)NCc1cccc2c1cccc2
5l8a,4.91,OCCn1nc(c2c1CC[N@@H+](C2)Cc1ccc(c2c1cccc2)OC)C(=O)NCc1ccccc1
5l8c,7,COc1ccc(cc1c1ccc(cc1)C(=O)NCC(=O)N)C1=NN(C(C)C)C(=O)[C@H]2[C@@H]1CC=CC2
5l8n,4.51,Nc1[nH]c2c(n1)cc(c(c2)C)C
5l8o,3.38,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)O)C
5l8t,3.55,Cc1ncccc1N[C@@H]1CCCS(=O)(=O)C1
5l8y,6.4,OCCNC(=O)CNC(=O)c1ccc(cc1)c1cc(ccc1OC)C1=NN(C2CCCCCC2)C(=O)[C@H]2[C@@H]1CC=CC2
5l96,3.3,C[C@H](CS(=O)(=O)C)Nc1cccnc1C
5l97,3,Cc1ncccc1N[C@@H]1C=CC[C@@H]1S(=O)(=O)C
5l98,3.31,C[C@@H](c1ccc2c(c1)OCCO2)Nc1cccnc1C
5l99,3.32,C[C@@H](c1cnc2c(c1)scc2)Nc1cccnc1C
5l9g,7.7,OC[C@H]([C@H]([C@@H]([C@@H](C[NH2+][C@H](C(=O)O)CCC(=O)N)O)O)O)O
5l9h,6.4,COc1ccc(cc1OCCCCOc1ccc(cc1)c1[nH]nnn1)C1=NN(C(=O)C1(C)C)C(C)C
5l9i,7,NC(=O)CC[C@@H](C(=O)O)[NH2+]C[C@@]1(O)OC[C@H]([C@H]([C@@H]1O)O)O
5l9l,7.1,OC[C@H]([C@H]([C@@H]([C@H](C[NH2+][C@H](C(=O)O)CCC(=O)N)O)O)O)O
5l9o,5.4,OC[C@H]([C@H]([C@@H]([C@H](C[NH2+][C@H](C(=O)O)CCC(=O)N)O)O)O)O
5laq,9.2,COc1ccc(cc1OCCCCOc1ccc(cc1)c1nnn[nH]1)C1=NN(C2CCCCCC2)C(=O)[C@H]2[C@@H]1CC=CC2
5lav,6.09,Clc1ccc2c(c1)NC(=O)[C@]12[N@@H+](C[C@H]([C@@H]1c1cccc(c1)Cl)[NH3+])CC(C)(C)C
5law,7.1,Clc1cccc(c1)[C@H]1[C@@H]2[N@@H+](CC[C@@H]2[N@H+]([C@]21C(=O)Nc1c2ccc(c1)Cl)CC1CC1)CC(=O)O
5lax,5.4,[NH3+]CCCC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)C)CO)C(C)C)C)C)CCC[NH+]=C(N)N)Cc1ccccc1)CC(C)C)NC(=O)[C@H](CO)[NH3+]
5lay,7.47,CCOc1cccc(c1)C[N@@H+]1[C@@H](C)[C@H]([C@@H]([C@@]21C(=O)Nc1c2ccc(c1)Cl)c1cccc(c1F)Cl)[NH3+]
5laz,8.4,Clc1ccc2c(c1)NC(=O)[C@]12[N@H+](CC2CC2)[C@@H]2[C@H]([C@@H]1c1cccc(c1F)Cl)[NH2+][C@H](C2)c1ccc(cc1)C(=O)O
5lb7,5.05,OC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)Cc1ccccc1)[NH3+]
5lbq,5.11,CNc1nc(NCCC[NH+](C)C)nc2c1cc(OC)c(c2)OC
5lc0,6.7,[NH3+]Cc1ccc(cc1)C[C@@H](C(=O)N[C@H](B1OC[C@H](CO1)O)CCC[NH+]=C(N)N)NC(=O)c1ccccc1
5lca,4.48,O=C1N(Cc2c1c(ccc2)C(=O)O)c1cccc(c1)C(F)(F)F
5lce,8.04,OCc1ccc(cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)[NH3+])Cl
5lcf,4.75,OC(=O)c1cccc2c1C(=O)N(C2)c1ccccc1
5lch,4.69,C=CC[C@@H]1N(c2cccc(c2)OC)C(=O)c2c1cccc2C(=O)O
5lcj,6.64,CCC(=O)Nc1ccccc1Nc1nc(ncc1Cl)Nc1ccnc(c1)C#CCCNC(=O)O[C@@H]1CCCC=CCC1
5lck,8.1,CCC(=O)Nc1ccccc1Nc1nc(ncc1C(F)(F)F)Nc1cncc(c1)OC
5ld8,8.05,CCCCS(=O)(=O)Nc1ccc2c(c1)n(C)nc2
5ldk,4.17,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
5ldm,3.86,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)OP(O)(O)O)n1cnc2c1ncnc2N
5ldo,3.75,OC[C@H]1O[C@H]([C@@H]([C@@H]1OP(O)(O)O)O)n1cnc2c1ncnc2N
5ldp,4.17,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
5le1,4.97,OC(=O)c1cccc2c1C(=O)N(C2)Cc1c(F)cccc1Cl
5lg3,3.8,C[NH+](CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C
5lgn,5.54,COCc1cccc(c1)NC(=O)c1cc2c(n1C)ccs2
5lgo,8.22,CNC(=O)[C@@H]1C[C@@H](CN1C(=O)c1ccc(c(c1)OC)C[NH3+])[N@@H+]1CCc2c(C1)ncnc2OCCC1CC1
5lgp,7.04,CSCC[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)C)CCC[NH+]=C(N)N)[C@H](CC)C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)[NH3+])CC(=O)N
5lgq,7.05,OC[C@@H](C(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)CCC[NH+]=C(N)N
5lgr,7.09,CSCC[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)O)C)C)CCC[NH+]=C(N)N)[C@H](CC)C)C)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)N)[NH3+])CC(=O)N
5lgs,7.06,OC[C@@H](C(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]([NH3+])C)C)CCC[NH+]=C(N)N
5lgt,6.51,C[N@@H+]1CC[C@H](CC1)Oc1ccc(cc1)OCc1ccccc1NC(=O)c1cc2c(n1C)ccs2
5lgu,7.66,O=C(c1cc2c(n1C)ccs2)Nc1ccccc1COc1ccc(cc1)OC[C@@H]1CC[NH2+]C1
5lh4,6.96,[NH3+]Cc1ccc(cc1)C(=O)N1C[C@H](C[C@H]1C(=O)NCC(c1ccccc1)c1ccccc1)n1nnc(c1)C1CC1
5lh8,7.72,COc1cc(ccc1C[NH3+])C(=O)N1C[C@H](C[C@H]1C(=O)N[C@H]1CCCC[C@@H]1c1ccccc1)n1nnc(c1)C1CC1
5lhg,5.6,C[N@@H+]1CC[C@H](CC1)Oc1ccc(cc1)OCc1ccc(cc1)NC(=O)c1cc2c(n1C)ccs2
5lhh,8.17,COCc1cccc(c1COc1ccc(cc1)OC[C@H]1CNC=C1)NC(=O)c1cc2c(n1CC)ccs2
5lhi,8.11,CCOCc1cccc(c1COc1ccc(cc1)OC[C@@H]1CC[NH2+]C1)NC(=O)c1cc2c(n1C)ccs2
5lhu,4.66,OC(=O)[C@@H]([NH3+])Cc1cnc[nH]1
5li3,7.28,ONC(=O)/C=C/c1ccc(cc1)/N=N/c1c(C)nn(c1C)C
5lif,5.87,CC(C[C@@H](C(=O)N[C@H](C(=O)O)CC1CCCCC1)NP(CNC(=O)OCc1ccccc1)(O)O)C
5lj0,8,CO[C@H]1C[NH2+]C[C@H]([C@@H]1Nc1ncc(c2c1[nH]c(=O)c(c2)C)c1cncc(c1)C)OCC1CCC(CC1)(F)F
5lj1,4.5,CO[C@H]1C[NH2+]C[C@H]([C@@H]1Nc1ncc(c2c1[nH]c(=O)c(c2)C)c1cncc(c1)C)OCC1CCC(CC1)(F)F
5lj2,5,Nc1cncc(c1)c1cnc(c2c1cc(C)c(=O)[nH]2)N[C@@H]1CC[NH2+]C[C@H]1OCC1CCS(=O)(=O)CC1
5ljj,7.21,C1CCC(CC1)Nc1nc(Nc2ccc(cc2)N2CCOCC2)nc2c1[nH]cn2
5ljq,9,NS(=O)(=O)c1ccc(cc1)n1nnc(c1)COc1ccccc1
5ljt,8.92,NS(=O)(=O)c1ccc(cc1)OCc1nnn(c1)c1ccccc1
5lkr,5.48,COCCN(C(=O)c1ccc2c(c1)cccc2)C[C@H]1CCC[N@@H+](C1)CC#C
5ll4,8.4,O=C(c1ccc(cc1)S(=O)(=O)N)Cn1cnc2c1cccc2
5ll5,6.04,O=C(c1ccc(cc1)S(=O)(=O)N)Cn1cnc2c1cccc2
5ll7,5.61,OC(=O)/C=C/c1ccccc1B([OH2])[OH2]
5ll9,6.08,O=C(c1ccc(c(c1)Cl)S(=O)(=O)N)Cn1cnc2c1cccc2
5lla,7.72,O=C(c1ccc(c(c1)Cl)S(=O)(=O)N)Cn1cnc2c1cccc2
5llc,9.52,CNc1c(F)c(c(c(c1S(=O)(=O)CCc1ccccc1)F)F)S(=O)(=O)N
5lle,10.22,Fc1c(N[C@]23C[C@H]4C[C@@H](C3)C[C@@H](C2)C4)c(F)c(c(c1F)S(=O)(=O)N)F
5llg,11.13,CCCSc1ccc(cc1)S(=O)(=O)N
5llh,10.17,Fc1c(Sc2nc3c(s2)cccc3)c(F)c(c(c1F)S(=O)(=O)N)F
5lli,7.05,O[C@@H]1C[C@H](N(C1)C(=O)[C@H](C(C)(C)C)NC(=O)C1(CC1)C#N)C(=O)NCc1ccc(cc1)c1scnc1C
5llm,5.35,COc1ccc(cc1)[C@H]1C2=C(OC(=N)[C@@H]1C#N)C[C@@H](CC2=O)c1cccc2c1cccc2
5llo,9.4,OCCS(=O)(=O)c1c(N[C@H]2CCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
5llp,9.24,OCCS(=O)(=O)c1c(N[C@H]2CCCc3c2cccc3)c(F)c(c(c1F)F)S(=O)(=O)N
5lm4,3.88,COc1ccc(cc1)[C@H]1C2=C(OC(=N)[C@@H]1C#N)C[C@@H](CC2=O)c1cccc2c1cccc2
5lm6,5.11,O=C1N(Cc2c1c(ccc2)C(=O)O)c1ccc(c(c1)F)O
5lma,6.6,[NH3+]CCCCNc1nc(cc2c1nccn2)c1ccc(cc1)C
5lmb,7.8,CN(c1ccc(cn1)c1nc(NC[C@H]2CCC[NH2+]C2)c2c(c1)nccn2)C
5lmk,7.43,NC(=O)c1ccc(cc1)c1ccc(cc1)c1cc(NCc2cccnc2)n2c(n1)c(Br)cn2
5lne,4.76,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)NC(=O)C
5lny,7.38,CN(C(=O)c1cc2c(cc1O)[nH]nc2C(=O)N1CCCCC1)c1ccc(cc1)N1CCOCC1
5lo5,5.87,N#Cc1ccc(cc1)N1CC[NH+](CC1)CCCCc1c[nH]c2c1cc(C#N)c(c2)O
5lo6,7.27,C[N@@H+]1CC[C@H](CC1)c1ccc(cc1)N(C(=O)c1cc2c(CCC(C)(C)C)n[nH]c2cc1O)C
5loh,5.04,C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
5lom,7.13,NC(=O)CC[C@@H](C(=O)O)[NH2+]C[C@@]1(O)OC[C@H]([C@H]([C@@H]1O)O)O
5lp1,9.4,CC[NH+](CCN(C(=O)Cn1c(SCc2ccc(cc2)F)nc(=O)c2c1CCC2)C[C@]12C[C@](C1)(C2)c1ccc(cc1)C(F)(F)F)CC
5lp6,4.76,COc1c2c(CC[C@H](c3c2ccc(c(=O)c3)SC)NC(=O)C)cc(c1OC)OC
5lpd,10.15,[NH3+]Cc1ccc(cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@@H](CC1CCCCC1)[NH3+])Cl
5lpj,5,CCc1c([nH]c(c1C(=O)C)C)C(=O)NCc1cccc(c1)Cl
5lpk,5.51,CCc1c([nH]c(c1C(=O)C)C)C(=O)NCc1cccc(c1)Cl
5lpl,4.92,CCc1c([nH]c(c1C(=O)C)C)C(=O)N[C@H]1[C@H](O)CCc2c1cc(Cl)cc2
5lpm,5.56,CCc1c([nH]c(c1C(=O)C)C)C(=O)N[C@@H]1[C@@H](O)CCc2c1cc(Cl)cc2
